SYMB_ENS;SYMB_COMP;CLE;DESIGN;QTE
20982775;08838200;7;CHAPE DOUBLE D ANCRAGE R208077;000000100
20982776;01601724;6;BOU.H,M18-75/42N A.E.HN GALV.P;000000200
20982776;01697880;1;GOUPIL.CYL.FENDUE V,4-32 CU;000000200
20982776;08801761;1;MANCHON D EXT.CU145,8 R.201375;000000200
20982776;08830175;9;ISOLATEUR MAT.SYNTH.PR ANCRAGE;000000100
20982777;01601724;6;BOU.H,M18-75/42N A.E.HN GALV.P;000000200
20982777;01697880;1;GOUPIL.CYL.FENDUE V,4-32 CU;000000200
20982777;08801799;1;MANCHON D EXT.CU261,5 R.201376;000000200
20982777;08830175;9;ISOLATEUR MAT.SYNTH.PR ANCRAGE;000000100
20982778;00980102;*;PINCE ANCR FEEDER 261,5   1775;000000400
20982778;01601700;6;BOULON HM18-65N,E.HN,GALV.;000000400
20982778;01601724;6;BOU.H,M18-75/42N A.E.HN GALV.P;000001200
20982778;01601761;8;BOU.H,M18-90/42N A.E.HN GALV.P;000000400
20982778;01697880;1;GOUPIL.CYL.FENDUE V,4-32 CU;000002000
20982778;08807972;8;TENDEUR A LANTERNE DE 22 R8422;000000200
20982778;08808130;2;CHAPE P.PINCE D ANCRAGE R.8228;000000400
20982778;08808278;9;FLASQUE DROIT ENTR.AXES 80;000000400
20982778;08808320;9;PALONNIER TYPE COURT REP.8220;000000200
20982778;08830175;9;ISOLATEUR MAT.SYNTH.PR ANCRAGE;000000200
20982778;08838200;7;CHAPE DOUBLE D ANCRAGE R208077;000000200
20982778;08838410;2;FLASQUE LONG ANCRAGE  R.208026;000000400
20982779;00980101;*;PINCE D'ANCRAGE           ENS.;000000400
20982779;01601724;6;BOU.H,M18-75/42N A.E.HN GALV.P;000001200
20982779;01604851;4;BOULON HM16-65T,E.HT,GALV.;000000800
20982779;01697880;1;GOUPIL.CYL.FENDUE V,4-32 CU;000002000
20982779;08807972;8;TENDEUR A LANTERNE DE 22 R8422;000000200
20982779;08808133;6;CHAPE P.PINCE D ANCRAGE R.8229;000000400
20982779;08808278;9;FLASQUE DROIT ENTR.AXES 80;000000400
20982779;08808320;9;PALONNIER TYPE COURT REP.8220;000000200
20982779;08830175;9;ISOLATEUR MAT.SYNTH.PR ANCRAGE;000000200
20982779;08838200;7;CHAPE DOUBLE D ANCRAGE R208077;000000200
20982779;08838410;2;FLASQUE LONG ANCRAGE  R.208026;000000400
20982780;00980102;*;PINCE ANCR FEEDER 261,5   1775;000000200
20982780;01601700;6;BOULON HM18-65N,E.HN,GALV.;000000100
20982780;01601724;6;BOU.H,M18-75/42N A.E.HN GALV.P;000000800
20982780;01601761;8;BOU.H,M18-90/42N A.E.HN GALV.P;000000200
20982780;01697880;1;GOUPIL.CYL.FENDUE V,4-32 CU;000001100
20982780;08807966;0;TENDEUR A LANTERNE DE 18 R8418;000000100
20982780;08808130;2;CHAPE P.PINCE D ANCRAGE R.8228;000000100
20982780;08830175;9;ISOLATEUR MAT.SYNTH.PR ANCRAGE;000000200
20982780;08838200;7;CHAPE DOUBLE D ANCRAGE R208077;000000200
20982780;08838410;2;FLASQUE LONG ANCRAGE  R.208026;000000200
20982780;08843630;8;ECLATEUR A CORNES       215735;000000100
20982781;00980101;*;PINCE D'ANCRAGE           ENS.;000000200
20982781;01601724;6;BOU.H,M18-75/42N A.E.HN GALV.P;000000800
20982781;01604851;4;BOULON HM16-65T,E.HT,GALV.;000000300
20982781;01697880;1;GOUPIL.CYL.FENDUE V,4-32 CU;000001100
20982781;08807966;0;TENDEUR A LANTERNE DE 18 R8418;000000100
20982781;08808133;6;CHAPE P.PINCE D ANCRAGE R.8229;000000100
20982781;08830175;9;ISOLATEUR MAT.SYNTH.PR ANCRAGE;000000200
20982781;08838200;7;CHAPE DOUBLE D ANCRAGE R208077;000000200
20982781;08838410;2;FLASQUE LONG ANCRAGE  R.208026;000000200
20982781;08843630;8;ECLATEUR A CORNES       215735;000000100
20982782;00980102;*;PINCE ANCR FEEDER 261,5   1775;000000400
20982782;01601700;6;BOULON HM18-65N,E.HN,GALV.;000000400
20982782;01601724;6;BOU.H,M18-75/42N A.E.HN GALV.P;000001400
20982782;01601761;8;BOU.H,M18-90/42N A.E.HN GALV.P;000000400
20982782;01697880;1;GOUPIL.CYL.FENDUE V,4-32 CU;000002200
20982782;08807972;8;TENDEUR A LANTERNE DE 22 R8422;000000200
20982782;08808130;2;CHAPE P.PINCE D ANCRAGE R.8228;000000400
20982782;08808278;9;FLASQUE DROIT ENTR.AXES 80;000000400
20982782;08808320;9;PALONNIER TYPE COURT REP.8220;000000200
20982782;08830175;9;ISOLATEUR MAT.SYNTH.PR ANCRAGE;000000200
20982782;08838200;7;CHAPE DOUBLE D ANCRAGE R208077;000000300
20982782;08838410;2;FLASQUE LONG ANCRAGE  R.208026;000000200
20982782;08843630;8;ECLATEUR A CORNES       215735;000000100
20982783;00980101;*;PINCE D'ANCRAGE           ENS.;000000400
20982783;01601724;6;BOU.H,M18-75/42N A.E.HN GALV.P;000001400
20982783;01604851;4;BOULON HM16-65T,E.HT,GALV.;000000800
20982783;01697880;1;GOUPIL.CYL.FENDUE V,4-32 CU;000002200
20982783;08807972;8;TENDEUR A LANTERNE DE 22 R8422;000000200
20982783;08808133;6;CHAPE P.PINCE D ANCRAGE R.8229;000000400
20982783;08808278;9;FLASQUE DROIT ENTR.AXES 80;000000400
20982783;08808320;9;PALONNIER TYPE COURT REP.8220;000000200
20982783;08830175;9;ISOLATEUR MAT.SYNTH.PR ANCRAGE;000000200
20982783;08838200;7;CHAPE DOUBLE D ANCRAGE R208077;000000300
20982783;08838410;2;FLASQUE LONG ANCRAGE  R.208026;000000200
20982783;08843630;8;ECLATEUR A CORNES       215735;000000100
20982784;01601724;6;BOU.H,M18-75/42N A.E.HN GALV.P;000001000
20982784;01697880;1;GOUPIL.CYL.FENDUE V,4-32 CU;000001000
20982784;08414210;8;CABL.BRONZ.SECT.65,4MM2 37X1,5;000000100
20982784;08801685;2;MANCHON D EXT.BZ 65,4 R.201365;000000200
20982784;08801809;8;MANCHON EXTR.AL/AC288 R.201430;000000200
20982784;08807966;0;TENDEUR A LANTERNE DE 18 R8418;000000200
20982784;08830175;9;ISOLATEUR MAT.SYNTH.PR ANCRAGE;000000200
20982784;08838200;7;CHAPE DOUBLE D ANCRAGE R208077;000000200
20982784;08838410;2;FLASQUE LONG ANCRAGE  R.208026;000000200
20982785;01601724;6;BOU.H,M18-75/42N A.E.HN GALV.P;000001000
20982785;01697880;1;GOUPIL.CYL.FENDUE V,4-32 CU;000001000
20982785;08801809;8;MANCHON EXTR.AL/AC288 R.201430;000000200
20982785;08807966;0;TENDEUR A LANTERNE DE 18 R8418;000000200
20982785;08830175;9;ISOLATEUR MAT.SYNTH.PR ANCRAGE;000000200
20982785;08838200;7;CHAPE DOUBLE D ANCRAGE R208077;000000200
20982785;08838410;2;FLASQUE LONG ANCRAGE  R.208026;000000400
