SYMBOLE;CLE;FAMIL;PLAN;REPERE;DESIGN;O_G;PRIX_UNIT;U_STOCK
00985458;*;21483;230111;000151;MONT DE 2 CHAISES 230111 R.151;ZZ;;******
00985459;*;21483;230111;000152;MONT DE 2 CHAISES 230111 R.152;ZZ;;******
00985460;*;21483;230111;000153;MONT DE 2 CHAISES 230111 R.153;ZZ;;******
00985461;*;21483;230111;000154;MONT DE 2 CHAISES 230111 R.154;ZZ;;******
00985462;*;21483;230111;000155;MONT DE 2 CHAISES 230111 R.155;ZZ;;******
00985463;*;21483;230111;000156;MONT DE 2 CHAISES 230111 R.156;ZZ;;******
00985464;*;21483;230111;000160;MONT DE 2 CHAISES 230111 R.160;ZZ;;******
00985465;*;21483;230111;000161;MONT DE 2 CHAISES 230111 R.161;ZZ;;******
00985466;*;21483;230111;000162;MONT DE 2 CHAISES 230111 R.162;ZZ;;******
00985467;*;21483;230111;000163;MONT DE 2 CHAISES 230111 R.163;ZZ;;******
00985468;*;21483;230111;000164;MONT DE 2 CHAISES 230111 R.164;ZZ;;******
00985469;*;21483;230111;000165;MONT DE 2 CHAISES 230111 R.165;ZZ;;******
00985470;*;21483;230111;000166;MONT DE 2 CHAISES 230111 R.166;ZZ;;******
00985471;*;21483;230111;000170;MONT DE 2 CHAISES 230111 R.170;ZZ;;******
00985472;*;21483;230111;000171;MONT DE 2 CHAISES 230111 R.171;ZZ;;******
00985473;*;21483;230111;000172;MONT DE 2 CHAISES 230111 R.172;ZZ;;******
00985474;*;21483;230111;000173;MONT DE 2 CHAISES 230111 R.173;ZZ;;******
00985475;*;21483;230111;000174;MONT DE 2 CHAISES 230111 R.174;ZZ;;******
00985476;*;21483;230111;000175;MONT DE 2 CHAISES 230111 R.175;ZZ;;******
00985477;*;21483;230111;000176;MONT DE 2 CHAISES 230111 R.176;ZZ;;******
00985478;*;21483;230111;000180;MONT DE 2 CHAISES 230111 R.180;ZZ;;******
00985479;*;21483;230111;000181;MONT DE 2 CHAISES 230111 R.181;ZZ;;******
00985480;*;21483;230111;000182;MONT DE 2 CHAISES 230111 R.182;ZZ;;******
00985481;*;21483;230111;000183;MONT DE 2 CHAISES 230111 R.183;ZZ;;******
00985482;*;21483;230111;000184;MONT DE 2 CHAISES 230111 R.184;ZZ;;******
00985483;*;21483;230111;000185;MONT DE 2 CHAISES 230111 R.185;ZZ;;******
00985484;*;21483;230111;000186;MONT DE 2 CHAISES 230111 R.186;ZZ;;******
00985485;*;21483;230112;000101;MONT DE 3 CHAISES 230112 R.101;ZZ;;******
00985486;*;21483;230112;000102;MONT DE 3 CHAISES 230112 R.102;ZZ;;******
00985487;*;21483;230112;000103;MONT DE 3 CHAISES 230112 R.103;ZZ;;******
00985488;*;21483;230112;000104;MONT DE 3 CHAISES 230112 R.104;ZZ;;******
00985489;*;21483;230112;000105;MONT DE 3 CHAISES 230112 R.105;ZZ;;******
00985490;*;21483;230112;000106;MONT DE 3 CHAISES 230112 R.106;ZZ;;******
00985491;*;21483;230112;000107;MONT DE 3 CHAISES 230112 R.107;ZZ;;******
00985492;*;21483;230112;000110;MONT DE 3 CHAISES 230112 R.110;ZZ;;******
00985493;*;21483;230112;000111;MONT DE 3 CHAISES 230112 R.111;ZZ;;******
00985494;*;21483;230112;000112;MONT DE 3 CHAISES 230112 R.112;ZZ;;******
00985495;*;21483;230112;000113;MONT DE 3 CHAISES 230112 R.113;ZZ;;******
00985496;*;21483;230112;000114;MONT DE 3 CHAISES 230112 R.114;ZZ;;******
00985497;*;21483;230112;000115;MONT DE 3 CHAISES 230112 R.115;ZZ;;******
00985498;*;21483;230112;000116;MONT DE 3 CHAISES 230112 R.116;ZZ;;******
00985499;*;21483;230112;000120;MONT DE 3 CHAISES 230112 R.120;ZZ;;******
00985500;*;21483;230112;000121;MONT DE 3 CHAISES 230112 R.121;ZZ;;******
00985501;*;21483;230112;000122;MONT DE 3 CHAISES 230112 R.122;ZZ;;******
00985502;*;21483;230112;000123;MONT DE 3 CHAISES 230112 R.123;ZZ;;******
00985503;*;21483;230112;000124;MONT DE 3 CHAISES 230112 R.124;ZZ;;******
00985504;*;21483;230112;000125;MONT DE 3 CHAISES 230112 R.125;ZZ;;******
00985505;*;21483;230112;000126;MONT DE 3 CHAISES 230112 R.126;ZZ;;******
00985506;*;21483;230112;000130;MONT DE 3 CHAISES 230112 R.130;ZZ;;******
00985507;*;21483;230112;000131;MONT DE 3 CHAISES 230112 R.131;ZZ;;******
00985508;*;21483;230112;000132;MONT DE 3 CHAISES 230112 R.132;ZZ;;******
00985509;*;21483;230112;000133;MONT DE 3 CHAISES 230112 R.133;ZZ;;******
00985510;*;21483;230112;000134;MONT DE 3 CHAISES 230112 R.134;ZZ;;******
00985511;*;21483;230112;000135;MONT DE 3 CHAISES 230112 R.135;ZZ;;******
00985512;*;21483;230112;000136;MONT DE 3 CHAISES 230112 R.136;ZZ;;******
00985513;*;21483;230112;000140;MONT DE 3 CHAISES 230112 R.140;ZZ;;******
00985514;*;21483;230112;000141;MONT DE 3 CHAISES 230112 R.141;ZZ;;******
00985515;*;21483;230112;000142;MONT DE 3 CHAISES 230112 R.142;ZZ;;******
00985516;*;21483;230112;000143;MONT DE 3 CHAISES 230112 R.143;ZZ;;******
00985517;*;21483;230112;000144;MONT DE 3 CHAISES 230112 R.144;ZZ;;******
00985518;*;21483;230112;000145;MONT DE 3 CHAISES 230112 R.145;ZZ;;******
00985519;*;21483;230112;000146;MONT DE 3 CHAISES 230112 R.146;ZZ;;******
00985520;*;21483;230112;000150;MONT DE 3 CHAISES 230112 R.150;ZZ;;******
00985521;*;21483;230112;000151;MONT DE 3 CHAISES 230112 R.151;ZZ;;******
00985522;*;21483;230112;000152;MONT DE 3 CHAISES 230112 R.152;ZZ;;******
00985523;*;21483;230112;000153;MONT DE 3 CHAISES 230112 R.153;ZZ;;******
00985524;*;21483;230112;000154;MONT DE 3 CHAISES 230112 R.154;ZZ;;******
00985525;*;21483;230112;000155;MONT DE 3 CHAISES 230112 R.155;ZZ;;******
00985526;*;21483;230112;000156;MONT DE 3 CHAISES 230112 R.156;ZZ;;******
00985527;*;21483;230114;000101;MONT DE 4 CHAISES 230114 R.101;ZZ;;******
00985528;*;21483;230114;000102;MONT DE 4 CHAISES 230114 R.102;ZZ;;******
00985529;*;21483;230114;000103;MONT DE 4 CHAISES 230114 R.103;ZZ;;******
00985530;*;21483;230114;000104;MONT DE 4 CHAISES 230114 R.104;ZZ;;******
00985531;*;21483;230114;000105;MONT DE 4 CHAISES 230114 R.105;ZZ;;******
00985532;*;21483;230114;000106;MONT DE 4 CHAISES 230114 R.106;ZZ;;******
00985533;*;21483;230114;000107;MONT DE 4 CHAISES 230114 R.107;ZZ;;******
00985534;*;21483;230114;000110;MONT DE 4 CHAISES 230114 R.110;ZZ;;******
00985535;*;21483;230114;000111;MONT DE 4 CHAISES 230114 R.111;ZZ;;******
00985536;*;21483;230114;000112;MONT DE 4 CHAISES 230114 R.112;ZZ;;******
00985537;*;21483;230114;000113;MONT DE 4 CHAISES 230114 R.113;ZZ;;******
00985538;*;21483;230114;000114;MONT DE 4 CHAISES 230114 R.114;ZZ;;******
00985539;*;21483;230114;000115;MONT DE 4 CHAISES 230114 R.115;ZZ;;******
00985540;*;21483;230114;000116;MONT DE 4 CHAISES 230114 R.116;ZZ;;******
00985541;*;21483;230114;000120;MONT DE 4 CHAISES 230114 R.120;ZZ;;******
00985542;*;21483;230114;000121;MONT DE 4 CHAISES 230114 R.121;ZZ;;******
00985543;*;21483;230114;000122;MONT DE 4 CHAISES 230114 R.122;ZZ;;******
00985544;*;21483;230114;000123;MONT DE 4 CHAISES 230114 R.123;ZZ;;******
00985545;*;21483;230114;000124;MONT DE 4 CHAISES 230114 R.124;ZZ;;******
00985546;*;21483;230114;000125;MONT DE 4 CHAISES 230114 R.125;ZZ;;******
00985547;*;21483;230114;000126;MONT DE 4 CHAISES 230114 R.126;ZZ;;******
00985801;*;21483;031679;000000;PLAQUES D'ANCRAGE        31679;ZZ;;******
00985901;*;21484;032670;000000;HAUBAN BZ 65  SANS PLAT  32670;ZZ;;******
00985902;*;21484;032671;000000;HAUBAN BZ 65  AVEC PLAT  32671;ZZ;;******
00985903;*;21484;032675;000000;HAUBAN BZ 116 SANS PLAT  32675;ZZ;;******
00985904;*;21484;032676;000000;HAUBAN BZ 116 AVEC PLAT  32676;ZZ;;******
00985933;*;21484;232268;000101;HAUBAN ISOLE      232268 R.101;ZZ;;******
00985934;*;21484;232268;000102;HAUBAN ISOLE      232268 R.102;ZZ;;******
00985935;*;21484;232268;000103;HAUBAN ISOLE      232268 R.103;ZZ;;******
00985936;*;21484;232268;000104;HAUBAN ISOLE      232268 R.104;ZZ;;******
00985937;*;21484;232268;000105;HAUBAN ISOLE      232268 R.105;ZZ;;******
00985938;*;21484;232268;000106;HAUBAN ISOLE      232268 R.106;ZZ;;******
00985939;*;21484;232268;000107;HAUBAN ISOLE      232268 R.107;ZZ;;******
00985940;*;21484;232268;000108;HAUBAN ISOLE      232268 R.108;ZZ;;******
00985941;*;21484;232268;000109;HAUBAN ISOLE      232268 R.109;ZZ;;******
00985942;*;21484;232268;000110;HAUBAN ISOLE      232268 R.110;ZZ;;******
00985943;*;21484;232268;000111;HAUBAN ISOLE      232268 R.111;ZZ;;******
00985944;*;21484;232268;000112;HAUBAN ISOLE      232268 R.112;ZZ;;******
00985945;*;21484;232268;000301;HAUBAN ISOLE      232268 R.301;ZZ;;******
00985946;*;21484;232268;000302;HAUBAN ISOLE      232268 R.302;ZZ;;******
00985947;*;21484;232268;000303;HAUBAN ISOLE      232268 R.303;ZZ;;******
00985948;*;21484;232268;000304;HAUBAN ISOLE      232268 R.304;ZZ;;******
00985949;*;21484;232268;000305;HAUBAN ISOLE      232268 R.305;ZZ;;******
00985950;*;21484;232268;000306;HAUBAN ISOLE      232268 R.306;ZZ;;******
00985951;*;21484;232268;000307;HAUBAN ISOLE      232268 R.307;ZZ;;******
00985952;*;21484;232268;000308;HAUBAN ISOLE      232268 R.308;ZZ;;******
00985953;*;21484;232268;000309;HAUBAN ISOLE      232268 R.309;ZZ;;******
00985954;*;21484;232268;000310;HAUBAN ISOLE      232268 R.310;ZZ;;******
00985955;*;21484;232268;000311;HAUBAN ISOLE      232268 R.311;ZZ;;******
00985956;*;21484;232268;000312;HAUBAN ISOLE      232268 R.312;ZZ;;******
00986102;*;21485;232750;032780;ATTACHE REGLABLE       R.32780;ZZ;;******
00986103;*;21485;232750;232753;ATTACHE REGLABLE      R.232753;ZZ;;******
00986104;*;21485;232750;232745;ATTACHE REGLABLE      R.232745;ZZ;;******
00986105;*;21485;232750;232750;ATTACHE REGLABLE      R.232750;ZZ;;******
00986402;*;21486;034580;034582;CAVALIER D'ARRET 34580 R.34582;ZZ;;******
00986403;*;21486;034580;034583;CAVALIER D'ARRET 34580 R.34583;ZZ;;******
00986405;*;21486;034580;034593;CAVALIER D'ARRET 34580 R.34593;ZZ;;******
00986406;*;21486;234700;000103;PENDULE PLAT      234700 R.103;ZZ;;******
00986407;*;21486;234700;000104;PENDULE PLAT      234700 R.104;ZZ;;******
00986408;*;21486;234700;000105;PENDULE PLAT      234700 R.105;ZZ;;******
00986713;*;21487;037560;000103;HAUBAN ANCRAGE en CABLE  R.103;ZZ;;******
00986714;*;21487;037560;000104;HAUBAN ANCRAGE en CABLE  R.104;ZZ;;******
00986715;*;21487;037560;000105;HAUBAN ANCRAGE en CABLE  R.105;ZZ;;******
00986716;*;21487;037560;000106;HAUBAN ANCRAGE en CABLE  R.106;ZZ;;******
00986721;*;21487;037627;000101;JUMELLE HAUBAN ANCRAGE   R.101;ZZ;;******
00986722;*;21487;037627;000102;JUMELLE HAUBAN ANCRAGE   R.102;ZZ;;******
00986723;*;21487;037627;000103;JUMELLE HAUBAN ANCRAGE   R.103;ZZ;;******
00986724;*;21487;037627;000104;JUMELLE HAUBAN ANCRAGE   R.104;ZZ;;******
00986725;*;21487;037627;000105;JUMELLE HAUBAN ANCRAGE   R.105;ZZ;;******
00986726;*;21487;037627;000106;JUMELLE HAUBAN ANCRAGE   R.106;ZZ;;******
00986727;*;21487;037627;000107;JUMELLE HAUBAN ANCRAGE   R.107;ZZ;;******
00986728;*;21487;037627;000108;JUMELLE HAUBAN ANCRAGE   R.108;ZZ;;******
01022102;6;*****;******;******;PLAT DE 25 X 5 MM;VZ;00000307;METRE
01022156;2;*****;******;******;PLAT DE 30X6 AC GALV;VZ;00000418;METRE
01335720;7;*****;******;******;FIL ACIER INOXYDABLE DIAM.4 MM;VZ;00000954;KG
01601115;7;*****;******;******;VIS H,M14-100/100;VZ;00000156;PIECE
01601628;9;21400;000011;000238;BOULON H,M18-40/40N, GALVANISE;VZ;00000033;PIECE
01601637;0;21400;000011;000239;BOULON HM18-45/45N,2E.HN,GALV.;VZ;00000064;PIECE
01601642;0;21400;000011;000240;BOULON HM18-50N,2E.HN,GALV.;VZ;00000076;PIECE
01601656;0;21400;000011;000241;BOU.H,M18-55/42N A.E.HN GALV.P;VZ;00000078;PIECE
01601657;8;*****;******;******;BOU.H,M18-55/42N A.2E.HN GALV.;VZ;00000071;PIECE
01601668;5;21400;000011;000243;BOUL HM 18-65/25 N AC.ECR.GALV;VZ;00000085;PIECE
01601670;1;21400;000011;000242;BOU.H,M18-60/42N A.E.HN GALV.P;VY;00000080;PIECE
01601671;9;*****;******;******;BOU.H,M18-60/42N A-2E.HN GALV.;VZ;00000078;PIECE
01601692;5;*****;******;******;BOU.H,M18-65/42N A.2E.HN GALV.;VZ;00000096;PIECE
01601700;6;21400;000011;000244;BOULON HM18-65N,E.HN,GALV.;VZ;00000087;PIECE
01601707;1;21400;000011;000245;BOU.H,M18-70/42N A.2E.HN GALV.;VZ;00000087;PIECE
01601724;6;21400;000011;000247;BOU.H,M18-75/42N A.E.HN GALV.P;VZ;00000076;PIECE
01601725;3;*****;******;******;BOUL HM 18-75/42N A.2E.HN GALV;VZ;00000089;PIECE
01601740;2;21400;000011;000249;BOULON HM18-80N,2E.HN,GALV.;VZ;00000089;PIECE
01601755;0;21400;000011;000251;BOULON H,M18-85/80N 2E AC GALV;VZ;00000121;PIECE
01601761;8;21400;000011;000252;BOU.H,M18-90/42N A.E.HN GALV.P;VZ;00000103;PIECE
01601784;0;21400;000011;000256;BOU.H,M18-100/42N A.E.HN GALV.;VZ;00000103;PIECE
01601838;4;21400;000011;000260;BOULON HM18-130N,2E.HN,GALV.;VZ;00000117;PIECE
01601847;5;21400;000011;000262;BOU.H,M18-140/48N A.2E.HN GALV;VZ;00000058;PIECE
01601891;3;21400;000011;000266;BOU.H,M18-180/100N A.2E.HN GAL;VZ;00000142;PIECE
01601905;1;21400;000011;000268;BOU.H,M18-200/48N A.2E.HN GALV;VZ;00000156;PIECE
01601978;8;21400;000011;000272;BOULON HM20-50/50N,2E.HN,GALV.;VZ;00000089;PIECE
01601988;7;21400;000011;000273;BOU.H,M20-55/46N A.2E.HN GALV.;VZ;00000092;PIECE
01601998;6;21400;000011;000275;BOU.H,M20-60/46N A.2E.HN GALV.;VZ;00000094;PIECE
01602026;5;21400;000011;000277;BOU.H,M20-65/46N A.2E.HN GALV.;VZ;00000097;PIECE
01602035;6;21400;000011;000279;BOU.H,M20-70/46N A.2E.HN GALV.;VZ;00000099;PIECE
01602058;8;21400;000011;000281;BOU.H,M20-75/46N A.E.HN GALV.P;VZ;00000115;PIECE
01602108;1;21400;000011;000284;BOULON HM20-90N,2E.HN,GALV.;VZ;00000108;PIECE
01602196;6;21400;000011;000288;BOULON HM20-120N,2E.HN,GALV.;VZ;00000122;PIECE
01602405;1;21400;000011;000294;BOULON HM22-55N,2E.HN,GALV.;VZ;00000172;PIECE
01602410;1;21400;000011;000295;BOULON HM22-60N,2E.HN,GALV.;VZ;00000149;PIECE
01602415;0;21400;000011;000297;BOULON HM22-65N,2E.HN,GALV.;VZ;00000181;PIECE
01602416;8;21400;000011;000296;BOULON HM22-65N,E.HN,GALV.;VZ;00000156;PIECE
01602418;4;21400;000011;000298;BOULON HM22-70/32N,E.HN,GALV.;VZ;00000133;PIECE
01602422;6;21400;000011;000299;BOULON HM 22-70N 2 ECR HN GALV;VZ;00000154;PIECE
01602443;2;*****;******;******;BOULON HM22-75N,2E.HN,GALV.;VZ;00000204;PIECE
01602444;0;21400;000011;000300;BOULON HM22-75N,E.HN,GALV.;VZ;00000208;PIECE
01602450;7;21400;000011;000301;BOULON H,M22-80-32 N GALV.;VZ;00000135;PIECE
01602464;8;21400;000011;000303;BOULON HM22-90/37N,E.HN,GALV.;VZ;00000227;PIECE
01602476;2;21400;000011;000304;BOULON HM22-90N,ECR HN GALV.;VZ;00000137;PIECE
01602483;8;21400;000011;000305;BOULON HM22-100/42N,E.HN,GALV.;VZ;00000149;PIECE
01602487;9;21400;000011;000306;BOULON HM22-100N,2E.HN,GALV.;VZ;00000170;PIECE
01602568;6;21400;000011;000312;BOULON H,M22-150 N,2E.GAL;VZ;00000070;PIECE
01602610;6;21400;000011;000316;BOULON HM22-200/100N,2E.HN,GAL;VZ;00000129;PIECE
01602742;7;21400;000011;000319;BOULON HM24-65N 2ECR HN GALV;VZ;00000165;PIECE
01602769;0;21400;000011;000322;BOULON HM24-80/34N,E.HN,GALV.;VZ;00000158;PIECE
01602770;8;21400;000011;000321;BOULON HM24-75N 2ECR HN GALV;VZ;00000202;PIECE
01602788;0;21400;000011;000326;BOULON HM24-90/39N,E.HN,GALV.;VZ;00000165;PIECE
01602807;8;21400;000011;000328;BOULON HM24-100/44N,E.HN,GALV.;VZ;00000170;PIECE
01602888;8;21400;000011;000332;BOULON HM24-140N ECR HN GALV;VZ;00000186;PIECE
01603374;8;21400;000011;000336;BOU.H,M30-100/66N A.E.HN GAL.P;VZ;00000391;PIECE
01603741;8;21400;000011;000048;BOULON HM10-40/40T,E.HT;VZ;00000044;PIECE
01603750;9;*****;******;******;BOULON HM 12-60/30T INOX;VZ;00000040;PIECE
01603761;6;21400;000011;000095;BOU.H,M12-65/30T A.I.E.HT P3,5;VZ;00000117;PIECE
01603764;0;21400;000011;000096;BOULON HM12-65/60T PERCE INOX;VZ;00000112;PIECE
01603915;8;21400;000011;000001;BOULON HM 5-20/20T 2EC INOX;VZ;00000008;PIECE
01603922;4;21400;000011;000006;BOULON H,M6-16/16T AC.IN.E.HT;VZ;00000007;PIECE
01603941;4;21400;000011;000007;BOULON HM6-25/25T AC INO.EC.HT;VZ;00000007;PIECE
01603953;9;21400;000011;000008;BOUL.H-M6-35/22T AC.INO.ECR.HT;VZ;00000008;PIECE
01603962;0;21400;000011;000009;BOULON HM6-40/40T ECR HT;VZ;00000012;PIECE
01603995;0;21400;000011;000013;BOULON HM6-75/22T AC.INO.EC.HT;VZ;00000019;PIECE
01604008;1;*****;******;******;BOULON HM8-120/35T,2HT,AC ZING;VZ;00000024;PIECE
01604011;5;21400;000011;000035;BOUL. HM8-120/35T AC.INO.2E.HT;VZ;00000056;PIECE
01604019;8;*****;******;******;BOULON HM8-140/35T,2HT,AC ZING;VZ;00000055;PIECE
01604024;8;21400;000011;000038;BOUL. HM8-140/35T AC INO.2E.HT;VZ;00000078;PIECE
01604061;0;21400;000011;000015;BOUL. HM8-20/20T AC.INO.ECR.HT;VY;00000016;PIECE
01604071;9;*****;******;******;BOULON HM8-25/25T,2HT,AC ZING;VZ;00000007;PIECE
01604076;8;21400;000011;000016;BOULON HM8-25T ECROU HT INOX;VY;00000014;PIECE
01604083;4;*****;******;******;BOULON HM8-30T.E.HT.ZING.;VY;00000008;PIECE
01604092;5;*****;******;******;BOULON HM8-35/22T.1HT.AC ZING;VZ;00000007;PIECE
01604098;2;21400;000011;000019;BOUL.H,M8-35/22T AC.INO.ECR.HT;VZ;00000023;PIECE
01604110;5;21400;000011;000022;BOULON H,M8-40/40T,E.HT;VZ;00000023;PIECE
01604123;8;21400;000011;000025;BOUL.H,M8-50/22T AC.INO.ECR.HT;VZ;00000024;PIECE
01604140;2;*****;******;******;BOULON HM8-55.2 ECROUS H;VZ;00000026;PIECE
01604169;1;*****;******;******;BOULON H,M8-70, ECROU H;VY;00000037;PIECE
01604173;3;21400;000011;000030;BOULON HM8-80/22T EC HT INOX;VZ;00000035;PIECE
01604193;1;21400;000011;000043;BOULON HM10/20T PERCE INOX;VZ;00000049;PIECE
01604200;4;*****;******;******;BOULON HM10-20T Z15;VY;00000008;PIECE
01604204;6;*****;******;******;BOULON HM10-25T,E.HT ZINGUE;VY;00000008;PIECE
01604217;8;21400;000011;000044;BOULON H,M10-25 T INOX;VY;00000039;PIECE
01604223;6;*****;******;******;BOULON HM10-30/30T,E.HT,ZINGUE;VY;00000008;PIECE
01604229;3;*****;******;******;BOULON H,M10-35T,2E.HT;VZ;00000046;PIECE
01604237;6;21400;000011;000046;BOULON H,M10-35 T E PERCE INOX;VZ;00000053;PIECE
01604250;9;*****;******;******;BOUL.H,M10-40/26T AC.INO.EC.HT;VZ;00000048;PIECE
01604253;3;*****;******;******;BOULON HM10-40/26T,HT,ZINGUE,P;VZ;00000153;PIECE
01604260;8;21400;000011;000047;BOU.H,M10-40/26T A.IN.E.HT PE3;VY;00000069;PIECE
01604272;3;*****;******;******;BOUL.H,M10-45/26T AC.INO.2E.HT;VY;00000035;PIECE
01604274;9;21400;000011;000049;BOU.H,M10-45/26T A.IN.E.HT PE3;VZ;00000071;PIECE
01604286;3;*****;******;******;BOULON HM10-50/26T,2HT,AC INOX;VZ;00000064;PIECE
01604287;1;21400;000011;000051;BOU.H,M10-50/26T A.IN.E.HT PE3;VZ;00000062;PIECE
01604292;1;*****;******;******;BOULON H,M10-55 T INOX 2E;VY;00000042;PIECE
01604293;9;21400;000011;000053;BOU.H,M10-55/26T A.IN.E.HT PE3;VZ;00000072;PIECE
01604300;2;*****;******;******;BOULON HM10-60/26T,1HT,ZING,P;VZ;00000021;PIECE
01604302;8;21400;000011;000055;BOU.H,M10-60/26T A.IN.E.HT PE3;VZ;00000069;PIECE
01604303;6;*****;******;******;BOU.H,M10-65/26T A.INO.2ECR.HT;VZ;00000069;PIECE
01604313;5;21400;000011;000059;BOU.H,M10-70/26T A.IN.E.HT PE3;VZ;00000069;PIECE
01604314;3;21400;000011;000057;BOUL.H,M10-65/26T AC.INO.EC.HT;VZ;00000064;PIECE
01604319;2;21400;000011;000062;HM10.75/26T 1H IN.P 0 160 4319;VZ;00000138;PIECE
01604320;0;21400;000011;000058;HM10.65/60T 2H INOX 0 160 4320;VZ;00000053;PIECE
01604322;6;21400;000011;000065;BOUL.H,M10-80/26T A.INO.2EC.HT;VZ;00000069;PIECE
01604329;1;21400;000011;000068;BOULON H,M10-90/60T;VZ;00000074;PIECE
01604332;5;*****;******;******;BOULON HM10-100/26T,2HT,ZINGUE;VZ;00000024;PIECE
01604334;1;21400;000011;000071;BOU.H,M10-100/26T AC.INO.2E.HT;VZ;00000062;PIECE
01604345;7;*****;******;******;BOULON HM10_120/26;VZ;00000072;PIECE
01604360;6;21400;000011;000080;BOULON HM12 25T PERCE INOX;VZ;00000058;PIECE
01604369;7;*****;******;******;BOULON HM12-30/30T,1HT,AC ZING;VZ;00000014;PIECE
01604374;7;21400;000011;000081;BOUL.H,M12-30/30T AC.INO.EC.HT;VY;00000053;PIECE
01604375;4;*****;******;******;BOUL.H,M12-30/30T AC.INO.2E.HT;VZ;00000078;PIECE
01604377;0;*****;******;******;BOULON HM12-35T,E.HT ZINGUE;VY;00000014;PIECE
01604380;4;*****;******;******;BOULON HM12-35/30T,2HT,AC ZING;VZ;00000017;PIECE
01604381;2;*****;******;******;BOUL.HM12-35/30T AC.INO.2E.HT;VY;00000048;PIECE
01604389;5;21400;000011;000083;BOULON H,M12 35 T INOX;VZ;00000074;PIECE
01604392;9;*****;******;******;BOULON HM12-40T,E.HT ZINGUE;VY;00000017;PIECE
01604398;6;*****;******;******;BOULON H,M12-40,2 ECROUS H;VZ;00000089;PIECE
01604400;0;*****;******;******;BOULON H,M12 10 T,2 ECROU HT;VZ;00000021;PIECE
01604412;5;21400;000011;000085;BOUL.H,M12-40/30T AC.INO.EC.HT;VY;00000051;PIECE
01604415;8;*****;******;******;BOULON HM12-45T,E.HT ZINGUE;VY;00000016;PIECE
01604421;6;21400;000011;000087;BOUL.H,M12-45/30T AC.INO.EC.HT;VY;00000071;PIECE
01604423;2;*****;******;******;BOUL.H,M12-45/30T AC.INO.2E.HT;VZ;00000060;PIECE
01604428;1;*****;******;******;BOULON H,M12-50T,2E.HT;VY;00000064;PIECE
01604429;9;*****;******;******;BOULON HM12-50T,2E.HT,ZINGUE;VY;00000017;PIECE
01604440;6;21400;000011;000089;BOULON HM12-50T E.HT INOX;VZ;00000094;PIECE
01604444;8;*****;******;******;BOULON HM12-55/30T,2HT,AC ZING;VZ;00000030;PIECE
01604447;1;*****;******;******;BOULON HM12-60/30T,2HT,AC INOX;VZ;00000105;PIECE
01604453;9;21400;000011;000090;BOULON H,M12-50/50 T INOX;VZ;00000056;PIECE
01604454;7;21400;000011;000093;BOULON HM12/60 T INOX;VZ;00000090;PIECE
01604461;2;21400;000011;000091;BOUL.H,M12-55/30T AC.INO.EC.HT;VZ;00000074;PIECE
01604462;0;21400;000011;000100;HM12.75/30T 1H INOX 0 160 4462;VZ;00000236;PIECE
01604472;9;21400;000011;000099;BOULON HM 12 75 T,ECROU HT;VZ;00000119;PIECE
01604477;8;*****;******;******;BOUL.H,M12-75/30T AC.INO.2E.HT;VZ;00000121;PIECE
01604479;4;*****;******;******;BOULON HM12-80/30T,2HT,AC ZING;VZ;00000028;PIECE
01604490;1;21400;000011;000105;BOUL.H,M12-90/30T AC.INO.2E.HT;VZ;00000128;PIECE
01604498;4;*****;******;******;BOULON HM12-110T,2E.HT,ZINGUE;VZ;00000055;PIECE
01604503;1;*****;******;******;BOULON HM12-120/30T,2HT,ZINGUE;VZ;00000037;PIECE
01604505;6;21400;000011;000115;BOULON H,M12-130 T INOX2E;VY;00000138;PIECE
01604528;8;21400;000011;000119;BOULON HM12-160/36T PERCE INOX;VZ;00000331;PIECE
01604531;2;*****;******;******;BOULON HM12-160/36T,2HT,ZINGUE;VZ;00000083;PIECE
